"","name","address","city","url"
"84","Lotus House","217 NW 15th St","Miami, FL 33136","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7082"
"86","Camillus House","1603 NW 7th Avenue","Miami, FL 33136","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7225"
"68","Concept House","162 NE 49th St","Miami, FL 33137","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7352"
"67","Salvation Army Miami Edison Corps Social Services","361 NW 67 St","Miami, FL 33138","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11368"
"80","The Salvation Army","1907 NW 38th Street","Miami, FL 33142","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7975"
"74","Miami City Mission Youth Center","3033 NW 7th Ave","Miami, FL 33238","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7759"
"134","The Shelter Naples","not provided","Naples, FL","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20454"
"135","Sunlight Home","PO Box 9194","Naples, FL 34101","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9039"
"136","Salvation Army","3180 Estey Ave","Naples, FL 34101","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7960"
"137","St. Matthew's House","2001 Airport Rd. S.","Naples, FL 34112","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9744"
"138","Catholic Charities Family Resource Center","3174 Tamiami Trail E","Naples, FL 34112","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7251"
"139","Assembly Center","3805 The Lord's Way","Naples, FL 34114","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7141"
"60","North Port Social Services","6919 OUTREACH WAY","North Port, FL 34287","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7818"
"90","Lippman Youth Shelter","221 Northwest 43rd Court","Oakland Park, FL 33309","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11004"
"107","Open Arms Village","1839 NE 8th Rd","Ocala, FL 34470","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20395"
"105","Salvation Army","320 NW 1st Ave","Ocala, FL 34478","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7972"
"106","Interfaith Emergency Services","435 NW 2nd Street","Ocala, FL 34478","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7647"
"61","Mercy Support Services","P.O. Box 1526","Orange Park, FL 32067","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20456"
"9","Orlando Coalition For Homeless Men's Service Center","18 N Terry Ave","Orlando, FL 32801","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15578"
"10","Coalition for the Homeless of Central Florida","639 W Central Blvd","Orlando, FL 32801","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7323"
"11","Orlando Union Rescue Mission Men's Division","410 W Central Blvd","Orlando, FL 32801","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7845"
"5","Interfaith Hospitality Network Orlando","2313 North Orange Avenue","Orlando, FL 32804","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11071"
"6","Salvation Army Orlando Women's and Children's Shelter","400 W Colonial Dr","Orlando, FL 32804","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7958"
"7","Salvation Army Men's Shelter Orlando","624 Lexington Ave","Orlando, FL 32804","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7983"
"12","Covenant House Florida","5931 E Colonial Drive","Orlando, FL 32807","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10224"
"8","Salvation Army Orlando Adult Rehab Center","3955 West Colonial Drive","Orlando, FL 32808","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11355"
"103","Lake Village at the Glades Shelter","1749 E. Main St","Pahokee, FL 33476","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20475"
"163","R L Simmons House","2600 Peters ST","Palatka, FL 32177","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15511"
"191","Salvation Army Transitional Housing Panama City","1824 W. 15th St.","Panama City, FL 32401","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14134"
"192","Panama City Rescue Mission","609 Allen Ave","Panama City, FL 32401","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7863"
"193","Catholic Social Services St. Barnabas House Shelter","3128 East 11th St","Panama City, FL 32401","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7256"
"184","M","Private location","Pensacola , FL 32503","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15868"
"183","Loaves and Fishes","257 East Lane St","Pensacola, FL 32501","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7710"
"185","Salvation Army Lodge","1310 North S St","Pensacola, FL 32505","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7980"
"186","Heavenly Blessings Mission","1614 North T Street","Pensacola, FL 32505","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9572"
"187","The Waterfront Rescue Mission","380 W. Herman Street","Pensacola, FL 32505","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8151"
"188","Alfred Washburn Center","31 Murphy Lane","Pensacola, FL 32505","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7110"
"189","Women and Children Cold Weather Shelter","50 W Johnson Ave","Pensacola, FL 32534","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15865"
"92","Haitian Evangelical Baptist Church Food Pantry","153 NW 12th Street","Pompano Beach, FL 33060","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15299"
"93","St. Laurence Chapel Homeless Day Shelter","1698 Blount Road","Pompano Beach, FL 33069","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15300"
"94","Broward Partnership for the Homeless North Campus","1700 Blount Road","Pompano Beach, FL 33069","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11006"
"59","Charlotte County Homeless Coalition","1476 Kenesaw Street","Port Charlotte, FL 33948","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9680"
"145","The Valley Of Love Homeless shelter","1901 Broadway","Riviera Beach, FL 33404","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11667"
