"","name","address","city","url"
"193","San Diego Travelers Aid Society","1501 Imperial Ave","San Diego, CA 92101","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11331"
"195","Rachel's Night Shelter For Women","759 Eighth Avenue","San Diego, CA 92101","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11340"
"196","Catholic Charities Diocese of San Diego","349 Cedar Street","San Diego, CA 92101","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10886"
"197","Nueva Vida Haven Emergency Shelter for Women and Children","120 Elm Street","San Diego, CA 92101","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11329"
"198","San Diego Rescue Mission Men's Center Long Term","120 Elm Street","San Diego, CA 92101","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11330"
"194","St. Vincet de Paul Village","1501 Imperial Ave","San Diego, CA 92102","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9710"
"186","Urban Street Angels at Mission Gathering Church","4090 Polk Street","San Diego, CA 92104","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14943"
"187","San Diego Residential Substance Abuse Recovery","3806 Grim Ave","San Diego, CA 92104","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11335"
"188","Residential Treatment Recovery Housing","3806 Grim Ave","San Diego, CA 92104","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11334"
"189","San Diego Maternity Shelter","5005 Texas Street, Suite 203","San Diego, CA 92108","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11325"
"40","Rosalie House Emergency Shelter","Undisclosed Location","San Francisco, CA","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7927"
"35","Community Housing Partnership","20 Jones St","San Francisco, CA 94102","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7340"
"36","Lark Inn","869 Ellis St","San Francisco, CA 94102","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10042"
"38","Tenderlion Housing Clinic","449 Turk Street","San Francisco, CA 94102","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8110"
"29","Baker Places","1000 Brannan St, #401","San Francisco, CA 94103","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15169"
"30","CityTeam San Francisco","164 6th Street","San Francisco, CA 94103","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10549"
"33","W.O.M.A.N.","333 Valencia St. Ste. 251","San Francisco, CA 94103","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8207"
"34","Episcopal Community Services","165 8th Street","San Francisco, CA 94103","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13275"
"37","Compass Family Services","37 Grove Street","San Francisco, CA 94103","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7350"
"41","La Casa de Las Madres","1663 Mission Street, suite 225","San Francisco, CA 94103","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7686"
"28","MSC Shelter","525 Fifth Street","San Francisco, CA 94107","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14936"
"42","Raphael House","1065 Sutter Street","San Francisco, CA 94109","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7899"
"43","Next Door Shelter","1001 Polk Street","San Francisco, CA 94109","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14364"
"39","Mission Neighborhood Resource","165 Capp St","San Francisco, CA 94110","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14938"
"44","St Joseph's Family Center","899 Guerrero Street","San Francisco, CA 94110","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7538"
"46","Asian Women's Shelter (AWS)","3543-18th Street, Suite 19","San Francisco, CA 94110","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7140"
"45","Diamond Youth Shelter","536 Central Avenue","San Francisco, CA 94117","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7390"
"27","Providence Church Shelter","1601 McKinnon Avenue","San Francisco, CA 94124","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15168"
"31","Holy Ghost Service Center","3230 San Bruno Avenue","San Francisco, CA 94134","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10269"
"93","Family Promise of San Gabriel Valley","1005 E Las Tunas Dr. #525","San Gabriel, CA 91776","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15460"
"238","HomeFirst Boccardo Family Living Center","13545 Monterey Road","San Jose, CA","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7414"
"243","Sacred Heart Community Services","1381 S 1st St","San Jose, CA 95110","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7939"
"245","LifeMoves Montgomery Street Inn","358 N. Montgomery St.","San Jose, CA 95110","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7643"
"246","Montgomery Street Inn Shelter","358 N. Montgomery Suite B","San Jose, CA 95110","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14415"
"90","City Team Ministry Rescue Mission","1297 North 13th Street","San Jose, CA 95112","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7314"
"91","City Team Ministry Men's Shelter","1174 Old Bayshore Hwyâ€¨","San Jose, CA 95112","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14669"
"244","United States Mission Transitional Housing San Jose","420 S. 5th St.","San Jose, CA 95112","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11349"
"247","Heritage Home Shelter","435 North Third Street","San Jose, CA 95112","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10546"
"249","Casa de Clara San Jose Catholic Worker","318 N. 6th St.","San Jose, CA 95112","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7238"
"250","Salvation Army Emmanuel House","405 N. 4th St.","San Jose, CA 95112","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7953"
"254","Next Door Solutions to Domestic Violence","1181 N. 4th St. Ste. A","San Jose, CA 95112","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7810"
"255","LifeMoves Georgia Travis Center","260 Commercial Street","San Jose, CA 95112","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7644"
"240","County of Santa Clara, Office of Supportive Housing","3180 Newberry Drive, Suite 150","San Jose, CA 95118","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15769"
"248","HomeFirst Program San Jose","2011 Little Orchard St","San Jose, CA 95125","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7413"
"242","Asian Women's Home","240 Moorpark Ave. Ste. 300","San Jose, CA 95128","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7139"
"89","CityTeam Ministries San Jose","2304 Zanker Road","San Jose, CA 95131","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10545"
"92","Family Supportive Housing's San Jose Family Shelter","692 N. King Road","San Jose, CA 95133","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8005"
"23","Midway Shelter of Alameda","1395 Bancroft Avenue","San Leandro, CA 94577","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8006"
"260","40 Prado Road","40 Prado Road","San Luis Obispo, CA 93401","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15826"
"61","LifeMoves First Step for Families","325 Villa Terrace","San Mateo, CA 94401","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8030"
"65","Society of Saint Vincent de Paul Homeless Help Center","50 N B St","San Mateo, CA 94401","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20420"
"167","House of Hope Inc.","235 W 9th St","San Pedro, CA 90731","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10192"
"168","Shawl House","936 S. Centre St","San Pedro, CA 90731","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14418"
"170","Harbor Rose Lodge","1400 S. Gaffey St., Annex","San Pedro, CA 90731","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11233"
"77","St Vincent De Paul Homeless Help Desk","822 B Street","San Rafael, CA 95401","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14016"
"176","Santa Ana Hospitality House","818 E. 3rd Street","Santa Ana, CA 92701","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13790"
"177","Orange County Catholic Worker","316 South Cypress Avenue","Santa Ana, CA 92701","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15272"
"175","Mercy House","P.O. Box 1905","Santa Ana, CA 92702","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15262"
"173","Grandma's House of Hope","1505 E. 17th Street #116","Santa Ana, CA 92705","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15268"
"174","Grandma's House of Hope","1505 E. 17th St., Suite 116","Santa Ana, CA 92705","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15777"
"172","WISEPlace","1411 N. Broadway","Santa Ana, CA 92706","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15261"
"178","Santa Ana Armory Cold Weather Shelter","612 E. Warner","Santa Ana, CA 92707","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15270"
"320","Transition House","425 E Cota St","Santa Barbara, CA 93101","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8157"
"321","Santa Barbara Hospitality House","423 Chapala Street","Santa Barbara, CA 93101","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13789"
"322","Domestic Violence Solutions","P.O. Box 1536","Santa Barbara, CA 93102","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14362"
"317","Casa Esperanza","816 Cacique St","Santa Barbara, CA 93103","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13388"
"318","Santa Barbara Casa Esperanza Homeless Center","816 Cacique Street","Santa Barbara, CA 93103","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14583"
"319","Santa Barbara Rescue Mission","535 E. Yanonali Street","Santa Barbara, CA 93103","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14582"
"14","Bridge to Home Homeless Shelter","23031 Drayton St.","Santa Clarita, CA 91355","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14732"
"233","Homeless Services Center","115B Coral St","Santa Cruz, CA 95060","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7602"
"261","Central Coast Rescue Mission Substance Abuse And Homeless Services","1207 N. McClelland Street","Santa Maria, CA 93454","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11373"
"262","Santa Maria Emergency Shelter Campus","401 W. Morrison Ave","Santa Maria, CA 93458","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14581"
"8","The People Concern Access Center","505 Olympic Blvd.","Santa Monica, CA 90401","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14419"
"6","Harvest Home","2118 Wilshire Blvd PMB 358","Santa Monica, CA 90403","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15008"
"15","SPIRIT of Santa Paula Drop In Center","113 N. Mill","Santa Paula, CA 93060","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15569"
"294","Redwood Gospel Mission Rescue Mission","101 6th St","Santa Rosa, CA 95401","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10782"
"295","Catholic Charities Homeless Services Center","600 Morgan St","Santa Rosa, CA 95401","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10780"
"296","Family Support Center","465 A Street","Santa Rosa, CA 95401","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15979"
"299","Meema's House, Inc.","PO Box 3113","Santa Rosa, CA 95402","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14350"
"298","The SAY Dream Center For Youths","3440 Airway Dr Suite E","Santa Rosa, CA 95403","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14017"
"301","The Rose","101 6th St","Santa Rosa, CA 95403","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10281"
"293","The Living Room Day Shelter For Women","1207 Cleveland Avenue","Santa Rosa, CA 95404","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14015"
"297","Community Support Network Opportunity House","634 Pressley St.","Santa Rosa, CA 95404","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10781"
"300","Sloan House Women's Emergency Shelter","not disclosed.","Santa Rosa, CA 95404","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10280"
"302","InterFaith Shelter Network","2455 Bennett Valley Road","Santa Rosa, CA 95404","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15980"
"185","Santee Food Bank","9715 Halberns Blvd","Santee, CA 92071","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20428"
"253","Seaside Women's Shelter","undisclosed location","Seaside, CA 93955","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14339"
"51","Safe Harbor Shelter","295 N. Access Road","South San Francisco, CA 94080","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15496"
"153","Illumination Foundation Stanton Multi","7855 Katella Avenue","Stanton, CA 90680","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15394"
"339","Stockton Shelter for the Homeless","411 S. Harrison","Stockton, CA 95203","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14093"
"16","Hope of the Valley Rescue Mission","8165 San Fernando Rd","Sun Valley, CA 91352","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14713"
"12","Community House Sylmar","13770 Sayre Street","Sylmar, CA 91342","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15725"
"289","Project TOUCH","42036 Moraga Rd","Temecula, CA 92590","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15361"
"288","Temecula Murrieta Rescue Mission","40810 County Center Dr","Temecula, CA 92591","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20324"
"224","Emerson House","26 W. Emerson Ave","TRACY, CA 95376","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13105"
"363","Lighthouse Rescue Mission Women and Children Shelter","111 West Kern Street","Tulare, CA 93274","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13772"
"335","Children's Crisis Center","not provided","Turlock, CA 95353","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10533"
"336","Turlock Gospel Mission Shelter","1030 East Avenue","Turlock, CA 95380","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14063"
"179","Orange County Rescue Mission","One Hope Drive","Tustin, CA 92782","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9936"
"180","Tustin Temporary Emergency Shelter","2345 Barranca Parkway","Tustin, CA 92782","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15727"
"213","Foothill Family Shelter","1501 W. 9th St., Ste. D","Upland, CA 91786","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11247"
"225","Opportunity House","267 Bennett Hill Ct","Vacaville, CA 95688","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14243"
"85","Christian Help Center","2166 Sacramento St","Vallejo, CA 94590","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15314"
"11","St Joseph Center Homeless Services And Meals","204 Hampton Dr","Venice, CA 90291","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11235"
"309","Our Place Shelter","536 E. Thompson Boulevard","Ventura, CA 93001","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10489"
"310","Ventura Transitional Living Center","155 S. Oak Street","Ventura, CA 93001","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13791"
"311","Project Understanding Homeless to Home (H2H)","43 E. Vince St.","Ventura, CA 93001","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12957"
"2","As One Transitional Living","12759 Petaluma Rd.","Victorville, CA 92392","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14023"
"3","Set Free Victorville","16949  D  Street","Victorville, CA 92392","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9472"
"1","A1 Q's Place of Peace","15846 Cazadero Road","Victorville, CA 92394","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14621"
"360","Visalia Rescue Mission","500 E Race Ave","Visalia, CA 93292","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13771"
"314","Operation HOPE","859 East Vista Way","Vista , CA 92084","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14045"
"64","Trinity Center","1271 S. California Blvd","Walnut Creek, CA 94596","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15555"
"234","Pajaro Valley Shelter Services","115 Brennan St.","Watsonville, CA 95076","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7860"
"235","The Salvation Army Watsonville CA","214 Union Street","Watsonville, CA 95076","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11814"
"236","Pajaro Rescue Mission","111 Railroad Ave.","Watsonville, CA 95076","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7859"
"136","WLCAC Homeless Access Center","10950 S. Central Ave.","Watts, CA 90059","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11238"
"160","Doors Of Hope Women's Shelter","529 Broad Ave","Wilmington, CA 90744","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13710"
"161","Beacon Light Mission","525 Broad Ave","Wilmington, CA 90744","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13709"
"380","Lane Street Effort","417 Lane St","Yreka, CA 96097","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10294"
"364","Hands of Hope","909 Spiva Ave","Yuba City, CA 95991","https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15877"
